note,book,page,page_kind,image_count,drawing_count,word_count,likely_visual,tags,concepts,linked_stock_figures,note_path,image_path
Think and Trade Like a Champion - Page Image 098,Think and Trade Like a Champion,98,stock-chart-page,1,0,339,True,manual-review-needed; mental-discipline; sell-or-failure; stock-chart-page,Mental Discipline; Sell Rules and Failure Signals,1,Book Page Images/Think and Trade Like a Champion - Page Image 098.md,assets/book_pages_private/think-and-trade-like-a-champion/page_098.png
Think and Trade Like a Champion - Page Image 099,Think and Trade Like a Champion,99,text-context-page,0,0,411,False,manual-figure-page; risk-first,Mental Discipline; Risk First,0,Book Page Images/Think and Trade Like a Champion - Page Image 099.md,assets/book_pages_private/think-and-trade-like-a-champion/page_099.png
Think and Trade Like a Champion - Page Image 100,Think and Trade Like a Champion,100,text-context-page,0,0,428,False,risk-first; text-or-context-page,Risk First,0,Book Page Images/Think and Trade Like a Champion - Page Image 100.md,assets/book_pages_private/think-and-trade-like-a-champion/page_100.png
Think and Trade Like a Champion - Page Image 101,Think and Trade Like a Champion,101,text-context-page,0,0,297,False,mental-discipline; risk-first; text-or-context-page,Mental Discipline; Risk First,0,Book Page Images/Think and Trade Like a Champion - Page Image 101.md,assets/book_pages_private/think-and-trade-like-a-champion/page_101.png
Think and Trade Like a Champion - Page Image 102,Think and Trade Like a Champion,102,text-context-page,0,0,351,False,text-or-context-page,Mental Discipline,0,Book Page Images/Think and Trade Like a Champion - Page Image 102.md,assets/book_pages_private/think-and-trade-like-a-champion/page_102.png
Think and Trade Like a Champion - Page Image 103,Think and Trade Like a Champion,103,text-context-page,0,0,395,False,risk-first; stage-2-uptrend; text-or-context-page; volume-behavior,Risk First; Stage 2 Uptrend; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 103.md,assets/book_pages_private/think-and-trade-like-a-champion/page_103.png
Think and Trade Like a Champion - Page Image 104,Think and Trade Like a Champion,104,stock-chart-page,1,0,295,True,stage-2-leadership; stage-2-uptrend; stock-chart-page; trend-template; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 104.md,assets/book_pages_private/think-and-trade-like-a-champion/page_104.png
Think and Trade Like a Champion - Page Image 105,Think and Trade Like a Champion,105,stock-chart-page,1,0,260,True,stage-2-leadership; stage-2-uptrend; stock-chart-page; trend-template; vcp-or-tightening; volume-dry-up,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 105.md,assets/book_pages_private/think-and-trade-like-a-champion/page_105.png
Think and Trade Like a Champion - Page Image 106,Think and Trade Like a Champion,106,text-context-page,0,0,401,False,mental-discipline; relative-strength; stage-2-uptrend; text-or-context-page; volume-behavior,Mental Discipline; Relative Strength Leadership; Stage 2 Uptrend; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 106.md,assets/book_pages_private/think-and-trade-like-a-champion/page_106.png
Think and Trade Like a Champion - Page Image 107,Think and Trade Like a Champion,107,stock-chart-page,1,0,291,True,manual-review-needed; stage-2-uptrend; stock-chart-page,Mental Discipline; Stage 2 Uptrend,1,Book Page Images/Think and Trade Like a Champion - Page Image 107.md,assets/book_pages_private/think-and-trade-like-a-champion/page_107.png
Think and Trade Like a Champion - Page Image 108,Think and Trade Like a Champion,108,stock-chart-page,1,0,313,True,manual-review-needed; risk-first; stock-chart-page,Mental Discipline; Risk First,1,Book Page Images/Think and Trade Like a Champion - Page Image 108.md,assets/book_pages_private/think-and-trade-like-a-champion/page_108.png
Think and Trade Like a Champion - Page Image 109,Think and Trade Like a Champion,109,text-context-page,0,1,411,False,sell-or-failure; stage-2-uptrend; text-or-context-page; trend-template; vcp-or-tightening; volume-behavior,Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 109.md,assets/book_pages_private/think-and-trade-like-a-champion/page_109.png
Think and Trade Like a Champion - Page Image 110,Think and Trade Like a Champion,110,stock-chart-page,1,0,299,True,manual-review-needed; stock-chart-page; vcp-or-tightening; volume-behavior,Mental Discipline; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 110.md,assets/book_pages_private/think-and-trade-like-a-champion/page_110.png
Think and Trade Like a Champion - Page Image 111,Think and Trade Like a Champion,111,text-context-page,0,0,399,False,risk-first; text-or-context-page; volume-behavior,Risk First; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 111.md,assets/book_pages_private/think-and-trade-like-a-champion/page_111.png
Think and Trade Like a Champion - Page Image 112,Think and Trade Like a Champion,112,stock-chart-page,1,0,234,True,stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 112.md,assets/book_pages_private/think-and-trade-like-a-champion/page_112.png
Think and Trade Like a Champion - Page Image 113,Think and Trade Like a Champion,113,stock-chart-page,1,0,263,True,stage-2-leadership; stage-2-uptrend; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 113.md,assets/book_pages_private/think-and-trade-like-a-champion/page_113.png
Think and Trade Like a Champion - Page Image 114,Think and Trade Like a Champion,114,stock-chart-page,1,0,309,True,manual-review-needed; pivot-or-entry; sell-or-failure; stock-chart-page; vcp-or-tightening; volume-behavior,Mental Discipline; Pivot and Entry; Sell Rules and Failure Signals; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 114.md,assets/book_pages_private/think-and-trade-like-a-champion/page_114.png
Think and Trade Like a Champion - Page Image 115,Think and Trade Like a Champion,115,stock-chart-page,1,0,318,True,manual-review-needed; risk-first; sell-or-failure; stock-chart-page; vcp-or-tightening; volume-behavior,Mental Discipline; Risk First; Sell Rules and Failure Signals; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 115.md,assets/book_pages_private/think-and-trade-like-a-champion/page_115.png
Think and Trade Like a Champion - Page Image 116,Think and Trade Like a Champion,116,text-context-page,0,0,424,False,pivot-or-entry; risk-first; sell-or-failure; text-or-context-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Risk First; Sell Rules and Failure Signals; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 116.md,assets/book_pages_private/think-and-trade-like-a-champion/page_116.png
Think and Trade Like a Champion - Page Image 117,Think and Trade Like a Champion,117,stock-chart-page,1,0,327,True,pivot-breakout; pivot-or-entry; shakeout; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Relative Strength Leadership; Risk First; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 117.md,assets/book_pages_private/think-and-trade-like-a-champion/page_117.png
Think and Trade Like a Champion - Page Image 118,Think and Trade Like a Champion,118,stock-chart-page,1,0,125,True,manual-review-needed; pivot-or-entry; stock-chart-page; vcp-or-tightening; volume-behavior,Mental Discipline; Pivot and Entry; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 118.md,assets/book_pages_private/think-and-trade-like-a-champion/page_118.png
Think and Trade Like a Champion - Page Image 119,Think and Trade Like a Champion,119,text-context-page,0,0,380,False,sell-or-failure; text-or-context-page,Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 119.md,assets/book_pages_private/think-and-trade-like-a-champion/page_119.png
Think and Trade Like a Champion - Page Image 120,Think and Trade Like a Champion,120,stock-chart-page,1,0,326,True,failed-breakout-or-stage-4; risk-first; stage-2-uptrend; stock-chart-page; trend-template; vcp-or-tightening; volume-dry-up,Pivot and Entry; Risk First; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 120.md,assets/book_pages_private/think-and-trade-like-a-champion/page_120.png
Think and Trade Like a Champion - Page Image 121,Think and Trade Like a Champion,121,stock-chart-page,1,0,345,True,sell-or-failure; stage-2-leadership; stage-2-uptrend; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 121.md,assets/book_pages_private/think-and-trade-like-a-champion/page_121.png
Think and Trade Like a Champion - Page Image 122,Think and Trade Like a Champion,122,text-context-page,0,0,411,False,relative-strength; text-or-context-page,Relative Strength Leadership,0,Book Page Images/Think and Trade Like a Champion - Page Image 122.md,assets/book_pages_private/think-and-trade-like-a-champion/page_122.png
Think and Trade Like a Champion - Page Image 123,Think and Trade Like a Champion,123,stock-chart-page,1,0,302,True,cheat-entry; pivot-breakout; pivot-or-entry; relative-strength-before-price; stock-chart-page; vcp-or-tightening; volume-dry-up,Pivot and Entry; Relative Strength Leadership; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 123.md,assets/book_pages_private/think-and-trade-like-a-champion/page_123.png
Think and Trade Like a Champion - Page Image 124,Think and Trade Like a Champion,124,stock-chart-page,0,0,421,False,manual-review-needed; sell-or-failure; stock-chart-page,Mental Discipline; Sell Rules and Failure Signals,1,Book Page Images/Think and Trade Like a Champion - Page Image 124.md,assets/book_pages_private/think-and-trade-like-a-champion/page_124.png
Think and Trade Like a Champion - Page Image 125,Think and Trade Like a Champion,125,stock-chart-page,1,0,225,True,stage-2-leadership; stage-2-uptrend; stock-chart-page; vcp-or-tightening; volume-dry-up,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 125.md,assets/book_pages_private/think-and-trade-like-a-champion/page_125.png
Think and Trade Like a Champion - Page Image 126,Think and Trade Like a Champion,126,stock-chart-page,1,0,295,True,pivot-breakout; relative-strength; relative-strength-before-price; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 126.md,assets/book_pages_private/think-and-trade-like-a-champion/page_126.png
Think and Trade Like a Champion - Page Image 127,Think and Trade Like a Champion,127,stock-chart-page,1,0,179,True,ipo-base; ipo-or-new-issue; stage-2-leadership; stock-chart-page; vcp-or-tightening,IPO Base / New Issue Setup; Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 127.md,assets/book_pages_private/think-and-trade-like-a-champion/page_127.png
Think and Trade Like a Champion - Page Image 128,Think and Trade Like a Champion,128,stock-chart-page,1,0,220,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Think and Trade Like a Champion - Page Image 128.md,assets/book_pages_private/think-and-trade-like-a-champion/page_128.png
Think and Trade Like a Champion - Page Image 129,Think and Trade Like a Champion,129,stock-chart-page,1,0,192,True,pivot-breakout; stock-chart-page; vcp-or-tightening,Pivot and Entry; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 129.md,assets/book_pages_private/think-and-trade-like-a-champion/page_129.png
Think and Trade Like a Champion - Page Image 130,Think and Trade Like a Champion,130,stock-chart-page,1,0,312,True,pivot-breakout; pivot-or-entry; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 130.md,assets/book_pages_private/think-and-trade-like-a-champion/page_130.png
Think and Trade Like a Champion - Page Image 131,Think and Trade Like a Champion,131,text-context-page,0,0,441,False,pivot-or-entry; text-or-context-page,Pivot and Entry,0,Book Page Images/Think and Trade Like a Champion - Page Image 131.md,assets/book_pages_private/think-and-trade-like-a-champion/page_131.png
Think and Trade Like a Champion - Page Image 132,Think and Trade Like a Champion,132,text-context-page,0,0,433,False,mental-discipline; pivot-or-entry; risk-first; stage-2-uptrend; text-or-context-page,Mental Discipline; Pivot and Entry; Risk First; Stage 2 Uptrend,0,Book Page Images/Think and Trade Like a Champion - Page Image 132.md,assets/book_pages_private/think-and-trade-like-a-champion/page_132.png
Think and Trade Like a Champion - Page Image 133,Think and Trade Like a Champion,133,stock-chart-page,1,0,280,True,manual-review-needed; sell-or-failure; stage-2-uptrend; stock-chart-page,Mental Discipline; Sell Rules and Failure Signals; Stage 2 Uptrend,1,Book Page Images/Think and Trade Like a Champion - Page Image 133.md,assets/book_pages_private/think-and-trade-like-a-champion/page_133.png
Think and Trade Like a Champion - Page Image 134,Think and Trade Like a Champion,134,stock-chart-page,1,0,288,True,cheat-entry; pivot-or-entry; stage-2-leadership; stage-2-uptrend; stock-chart-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 134.md,assets/book_pages_private/think-and-trade-like-a-champion/page_134.png
Think and Trade Like a Champion - Page Image 135,Think and Trade Like a Champion,135,stock-chart-page,2,0,244,True,cheat-entry; ipo-or-new-issue; pivot-breakout; pivot-or-entry; risk-first; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-dry-up,IPO Base / New Issue Setup; Pivot and Entry; Relative Strength Leadership; Risk First; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 135.md,assets/book_pages_private/think-and-trade-like-a-champion/page_135.png
Think and Trade Like a Champion - Page Image 136,Think and Trade Like a Champion,136,stock-chart-page,2,0,211,True,cheat-entry; manual-review-needed; pivot-breakout; sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-behavior; volume-dry-up,Mental Discipline; Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,3,Book Page Images/Think and Trade Like a Champion - Page Image 136.md,assets/book_pages_private/think-and-trade-like-a-champion/page_136.png
Think and Trade Like a Champion - Page Image 137,Think and Trade Like a Champion,137,stock-chart-page,1,0,293,True,cheat-entry; pivot-or-entry; risk-first; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Relative Strength Leadership; Risk First; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 137.md,assets/book_pages_private/think-and-trade-like-a-champion/page_137.png
Think and Trade Like a Champion - Page Image 138,Think and Trade Like a Champion,138,stock-chart-page,1,0,247,True,mental-discipline; stage-2-leadership; stock-chart-page; volume-dry-up,Mental Discipline; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 138.md,assets/book_pages_private/think-and-trade-like-a-champion/page_138.png
Think and Trade Like a Champion - Page Image 139,Think and Trade Like a Champion,139,stock-chart-page,2,0,171,True,ipo-or-new-issue; pivot-breakout; pivot-or-entry; sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening,IPO Base / New Issue Setup; Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 139.md,assets/book_pages_private/think-and-trade-like-a-champion/page_139.png
Think and Trade Like a Champion - Page Image 140,Think and Trade Like a Champion,140,text-context-page,0,3,423,False,text-or-context-page,Mental Discipline,0,Book Page Images/Think and Trade Like a Champion - Page Image 140.md,assets/book_pages_private/think-and-trade-like-a-champion/page_140.png
Think and Trade Like a Champion - Page Image 141,Think and Trade Like a Champion,141,stock-chart-page,1,0,158,True,manual-review-needed; mental-discipline; stock-chart-page; vcp-or-tightening,Mental Discipline; Volatility Contraction Pattern,1,Book Page Images/Think and Trade Like a Champion - Page Image 141.md,assets/book_pages_private/think-and-trade-like-a-champion/page_141.png
Think and Trade Like a Champion - Page Image 142,Think and Trade Like a Champion,142,text-context-page,0,0,370,False,risk-first; text-or-context-page,Risk First,0,Book Page Images/Think and Trade Like a Champion - Page Image 142.md,assets/book_pages_private/think-and-trade-like-a-champion/page_142.png
Think and Trade Like a Champion - Page Image 143,Think and Trade Like a Champion,143,stock-chart-page,1,0,398,True,manual-review-needed; mental-discipline; risk-first; stock-chart-page,Mental Discipline; Risk First,1,Book Page Images/Think and Trade Like a Champion - Page Image 143.md,assets/book_pages_private/think-and-trade-like-a-champion/page_143.png
Think and Trade Like a Champion - Page Image 144,Think and Trade Like a Champion,144,text-context-page,0,6,398,False,risk-first; text-or-context-page,Risk First,0,Book Page Images/Think and Trade Like a Champion - Page Image 144.md,assets/book_pages_private/think-and-trade-like-a-champion/page_144.png
Think and Trade Like a Champion - Page Image 145,Think and Trade Like a Champion,145,text-context-page,0,0,378,False,sell-or-failure; text-or-context-page,Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 145.md,assets/book_pages_private/think-and-trade-like-a-champion/page_145.png
Think and Trade Like a Champion - Page Image 146,Think and Trade Like a Champion,146,text-context-page,0,0,476,False,risk-first; sell-or-failure; text-or-context-page,Risk First; Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 146.md,assets/book_pages_private/think-and-trade-like-a-champion/page_146.png
Think and Trade Like a Champion - Page Image 147,Think and Trade Like a Champion,147,text-context-page,0,0,389,False,risk-first; text-or-context-page,Risk First,0,Book Page Images/Think and Trade Like a Champion - Page Image 147.md,assets/book_pages_private/think-and-trade-like-a-champion/page_147.png
Think and Trade Like a Champion - Page Image 148,Think and Trade Like a Champion,148,text-context-page,0,0,407,False,risk-first; sell-or-failure; text-or-context-page; volume-behavior,Risk First; Sell Rules and Failure Signals; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 148.md,assets/book_pages_private/think-and-trade-like-a-champion/page_148.png
Think and Trade Like a Champion - Page Image 149,Think and Trade Like a Champion,149,text-context-page,0,0,405,False,sell-or-failure; text-or-context-page,Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 149.md,assets/book_pages_private/think-and-trade-like-a-champion/page_149.png
Think and Trade Like a Champion - Page Image 150,Think and Trade Like a Champion,150,text-context-page,0,0,469,False,risk-first; sell-or-failure; text-or-context-page; volume-behavior,Risk First; Sell Rules and Failure Signals; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 150.md,assets/book_pages_private/think-and-trade-like-a-champion/page_150.png
Think and Trade Like a Champion - Page Image 151,Think and Trade Like a Champion,151,text-context-page,0,0,448,False,sell-or-failure; text-or-context-page,Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 151.md,assets/book_pages_private/think-and-trade-like-a-champion/page_151.png
Think and Trade Like a Champion - Page Image 152,Think and Trade Like a Champion,152,text-context-page,0,0,432,False,pivot-or-entry; risk-first; sell-or-failure; text-or-context-page,Pivot and Entry; Risk First; Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 152.md,assets/book_pages_private/think-and-trade-like-a-champion/page_152.png
Think and Trade Like a Champion - Page Image 153,Think and Trade Like a Champion,153,stock-chart-page,1,0,329,True,failed-breakout-or-stage-4; mental-discipline; sell-or-failure; stage-2-uptrend; stock-chart-page; vcp-or-tightening,Mental Discipline; Pivot and Entry; Risk First; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 153.md,assets/book_pages_private/think-and-trade-like-a-champion/page_153.png
Think and Trade Like a Champion - Page Image 154,Think and Trade Like a Champion,154,stock-chart-page,3,0,104,True,manual-review-needed; stage-2-leadership; stock-chart-page; vcp-or-tightening,Mental Discipline; Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 154.md,assets/book_pages_private/think-and-trade-like-a-champion/page_154.png
Think and Trade Like a Champion - Page Image 155,Think and Trade Like a Champion,155,stock-chart-page,0,0,440,False,ipo-or-new-issue; sell-or-failure; stage-2-leadership; stock-chart-page; volume-dry-up,IPO Base / New Issue Setup; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 155.md,assets/book_pages_private/think-and-trade-like-a-champion/page_155.png
Think and Trade Like a Champion - Page Image 156,Think and Trade Like a Champion,156,stock-chart-page,1,0,201,True,climax-or-exhaustion; sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-dry-up,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 156.md,assets/book_pages_private/think-and-trade-like-a-champion/page_156.png
Think and Trade Like a Champion - Page Image 157,Think and Trade Like a Champion,157,stock-chart-page,2,0,170,True,climax-or-exhaustion; sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 157.md,assets/book_pages_private/think-and-trade-like-a-champion/page_157.png
Think and Trade Like a Champion - Page Image 158,Think and Trade Like a Champion,158,stock-chart-page,1,2,315,True,sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 158.md,assets/book_pages_private/think-and-trade-like-a-champion/page_158.png
Think and Trade Like a Champion - Page Image 159,Think and Trade Like a Champion,159,text-context-page,0,8,326,False,sell-or-failure; text-or-context-page; volume-behavior,Sell Rules and Failure Signals; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 159.md,assets/book_pages_private/think-and-trade-like-a-champion/page_159.png
Think and Trade Like a Champion - Page Image 160,Think and Trade Like a Champion,160,stock-chart-page,2,1,193,True,failed-breakout-or-stage-4; manual-review-needed; risk-first; sell-or-failure; stock-chart-page; volume-behavior; volume-dry-up,Mental Discipline; Risk First; Sell Rules and Failure Signals; Trend Template; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 160.md,assets/book_pages_private/think-and-trade-like-a-champion/page_160.png
Think and Trade Like a Champion - Page Image 161,Think and Trade Like a Champion,161,text-context-page,0,0,433,False,manual-figure-page; sell-or-failure; stage-2-uptrend; volume-behavior,Mental Discipline; Sell Rules and Failure Signals; Stage 2 Uptrend; Volume Dry-Up and Accumulation,0,Book Page Images/Think and Trade Like a Champion - Page Image 161.md,assets/book_pages_private/think-and-trade-like-a-champion/page_161.png
Think and Trade Like a Champion - Page Image 162,Think and Trade Like a Champion,162,stock-chart-page,2,0,222,True,manual-review-needed; risk-first; sell-or-failure; stock-chart-page; volume-behavior,Mental Discipline; Risk First; Sell Rules and Failure Signals; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 162.md,assets/book_pages_private/think-and-trade-like-a-champion/page_162.png
Think and Trade Like a Champion - Page Image 163,Think and Trade Like a Champion,163,stock-chart-page,1,0,311,True,manual-review-needed; risk-first; sell-or-failure; stock-chart-page,Mental Discipline; Risk First; Sell Rules and Failure Signals,1,Book Page Images/Think and Trade Like a Champion - Page Image 163.md,assets/book_pages_private/think-and-trade-like-a-champion/page_163.png
Think and Trade Like a Champion - Page Image 164,Think and Trade Like a Champion,164,text-context-page,0,0,465,False,risk-first; sell-or-failure; text-or-context-page,Risk First; Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 164.md,assets/book_pages_private/think-and-trade-like-a-champion/page_164.png
Think and Trade Like a Champion - Page Image 165,Think and Trade Like a Champion,165,text-context-page,0,0,442,False,risk-first; sell-or-failure; text-or-context-page,Risk First; Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 165.md,assets/book_pages_private/think-and-trade-like-a-champion/page_165.png
Think and Trade Like a Champion - Page Image 166,Think and Trade Like a Champion,166,stock-chart-page,2,0,204,True,manual-review-needed; pivot-or-entry; sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening,Mental Discipline; Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Think and Trade Like a Champion - Page Image 166.md,assets/book_pages_private/think-and-trade-like-a-champion/page_166.png
Think and Trade Like a Champion - Page Image 167,Think and Trade Like a Champion,167,stock-chart-page,1,0,91,True,sell-or-failure; stage-2-leadership; stock-chart-page; volume-dry-up,Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,1,Book Page Images/Think and Trade Like a Champion - Page Image 167.md,assets/book_pages_private/think-and-trade-like-a-champion/page_167.png
Think and Trade Like a Champion - Page Image 168,Think and Trade Like a Champion,168,text-context-page,0,0,357,False,risk-first; text-or-context-page,Risk First,0,Book Page Images/Think and Trade Like a Champion - Page Image 168.md,assets/book_pages_private/think-and-trade-like-a-champion/page_168.png
Think and Trade Like a Champion - Page Image 169,Think and Trade Like a Champion,169,text-context-page,0,0,443,False,risk-first; sell-or-failure; text-or-context-page,Risk First; Sell Rules and Failure Signals,0,Book Page Images/Think and Trade Like a Champion - Page Image 169.md,assets/book_pages_private/think-and-trade-like-a-champion/page_169.png
Think and Trade Like a Champion - Page Image 170,Think and Trade Like a Champion,170,text-context-page,0,0,428,False,risk-first; text-or-context-page; vcp-or-tightening,Risk First; Volatility Contraction Pattern,0,Book Page Images/Think and Trade Like a Champion - Page Image 170.md,assets/book_pages_private/think-and-trade-like-a-champion/page_170.png
Think and Trade Like a Champion - Page Image 171,Think and Trade Like a Champion,171,text-context-page,0,0,435,False,risk-first; text-or-context-page,Risk First,0,Book Page Images/Think and Trade Like a Champion - Page Image 171.md,assets/book_pages_private/think-and-trade-like-a-champion/page_171.png
