note,book,page,figure,ticker,yahoo_symbol,date_range,confidence,download_status,tags,concepts,note_path,chart,csv
Think and Trade Like a Champion - Figure 5-2 - CSCO - page 87,Think and Trade Like a Champion,87,5-2,CSCO,CSCO,1990-2016,caption-with-ticker,OK,vcp-or-tightening; failed-breakout-or-stage-4,Pivot and Entry; Risk First; Sell Rules and Failure Signals; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 5-2 - CSCO - page 87.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-5-2-csco-page-87_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-5-2-csco-page-87_ohlcv.csv
Think and Trade Like a Champion - Figure 5-3 - LL - page 88,Think and Trade Like a Champion,88,5-3,LL,LL,2011-2016,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 5-3 - LL - page 88.md,,
Think and Trade Like a Champion - Figure 5-4 - CROX - page 90,Think and Trade Like a Champion,90,5-4,CROX,CROX,2007-2008,caption-with-ticker,OK,ipo-base; failed-breakout-or-stage-4,IPO Base / New Issue Setup; Risk First; Sell Rules and Failure Signals; Trend Template,Book Stock Images/Think and Trade Like a Champion - Figure 5-4 - CROX - page 90.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-5-4-crox-page-90_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-5-4-crox-page-90_ohlcv.csv
Think and Trade Like a Champion - Figure 5-5 - manual-review - page 92,Think and Trade Like a Champion,92,5-5,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 5-5 - manual-review - page 92.md,,
Think and Trade Like a Champion - Figure 5-6 - manual-review - page 92,Think and Trade Like a Champion,92,5-6,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 5-6 - manual-review - page 92.md,,
Think and Trade Like a Champion - Figure 5-7 - manual-review - page 93,Think and Trade Like a Champion,93,5-7,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 5-7 - manual-review - page 93.md,,
Think and Trade Like a Champion - Figure 5-8 - IMGN - page 95,Think and Trade Like a Champion,95,5-8,IMGN,IMGN,2015-2015,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 5-8 - IMGN - page 95.md,,
Think and Trade Like a Champion - Figure 5-9 - manual-review - page 98,Think and Trade Like a Champion,98,5-9,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 5-9 - manual-review - page 98.md,,
Think and Trade Like a Champion - Figure 6-1 - WTW - page 104,Think and Trade Like a Champion,104,6-1,WTW,WTW,2006-2016,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 6-1 - WTW - page 104.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-6-1-wtw-page-104_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-6-1-wtw-page-104_ohlcv.csv
Think and Trade Like a Champion - Figure 6-2 - JBLU - page 105,Think and Trade Like a Champion,105,6-2,JBLU,JBLU,2011-2016,caption-with-ticker,OK,vcp-or-tightening; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 6-2 - JBLU - page 105.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-6-2-jblu-page-105_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-6-2-jblu-page-105_ohlcv.csv
Think and Trade Like a Champion - Figure 6-3 - VRX - page 107,Think and Trade Like a Champion,107,6-3,VRX,VRX,2015-2015,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-3 - VRX - page 107.md,,
Think and Trade Like a Champion - Figure 6-4 - KORS - page 108,Think and Trade Like a Champion,108,6-4,KORS,KORS,2014-2014,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-4 - KORS - page 108.md,,
Think and Trade Like a Champion - Figure 6-5 - manual-review - page 110,Think and Trade Like a Champion,110,6-5,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-5 - manual-review - page 110.md,,
Think and Trade Like a Champion - Figure 6-5 - BITA - page 110,Think and Trade Like a Champion,110,6-5,BITA,BITA,2013-2013,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-5 - BITA - page 110.md,,
Think and Trade Like a Champion - Figure 6-6 - NFLX - page 112,Think and Trade Like a Champion,112,6-6,NFLX,NFLX,2008-2008,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 6-6 - NFLX - page 112.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-6-6-nflx-page-112_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-6-6-nflx-page-112_ohlcv.csv
Think and Trade Like a Champion - Figure 6-7 - NFLX - page 113,Think and Trade Like a Champion,113,6-7,NFLX,NFLX,2009-2009,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 6-7 - NFLX - page 113.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-6-7-nflx-page-113_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-6-7-nflx-page-113_ohlcv.csv
Think and Trade Like a Champion - Figure 6-8 - manual-review - page 114,Think and Trade Like a Champion,114,6-8,,,2006-2006,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-8 - manual-review - page 114.md,,
Think and Trade Like a Champion - Figure 6-8 - VIVO - page 114,Think and Trade Like a Champion,114,6-8,VIVO,VIVO,2007-2007,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-8 - VIVO - page 114.md,,
Think and Trade Like a Champion - Figure 6-9 - manual-review - page 115,Think and Trade Like a Champion,115,6-9,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-9 - manual-review - page 115.md,,
Think and Trade Like a Champion - Figure 6-10 - MELI - page 117,Think and Trade Like a Champion,117,6-10,MELI,MELI,2007-2007,caption-with-ticker,OK,pivot-breakout; shakeout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Risk First; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern,Book Stock Images/Think and Trade Like a Champion - Figure 6-10 - MELI - page 117.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-6-10-meli-page-117_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-6-10-meli-page-117_ohlcv.csv
Think and Trade Like a Champion - Figure 6-10 - MELI - page 117 - case 2,Think and Trade Like a Champion,117,6-10,MELI,MELI,2007-2007,caption-with-ticker,OK,pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template,Book Stock Images/Think and Trade Like a Champion - Figure 6-10 - MELI - page 117 - case 2.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-6-10-meli-page-117-case-2_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-6-10-meli-page-117-case-2_ohlcv.csv
Think and Trade Like a Champion - Figure 6-11 - manual-review - page 118,Think and Trade Like a Champion,118,6-11,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-11 - manual-review - page 118.md,,
Think and Trade Like a Champion - Figure 6-11 - MIK - page 118,Think and Trade Like a Champion,118,6-11,MIK,MIK,2014-2014,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 6-11 - MIK - page 118.md,,
Think and Trade Like a Champion - Figure 7-1 - GPRO - page 120,Think and Trade Like a Champion,120,7-1,GPRO,GPRO,2015-2015,caption-with-ticker,OK,vcp-or-tightening; volume-dry-up; failed-breakout-or-stage-4,Pivot and Entry; Risk First; Sell Rules and Failure Signals; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-1 - GPRO - page 120.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-1-gpro-page-120_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-1-gpro-page-120_ohlcv.csv
Think and Trade Like a Champion - Figure 7-2 - MNST - page 121,Think and Trade Like a Champion,121,7-2,MNST,MNST,2003-2006,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-2 - MNST - page 121.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-2-mnst-page-121_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-2-mnst-page-121_ohlcv.csv
Think and Trade Like a Champion - Figure 7-3 - AMZN - page 123,Think and Trade Like a Champion,123,7-3,AMZN,AMZN,2001-2003,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; cheat-entry; volume-dry-up; relative-strength-before-price,Pivot and Entry; Relative Strength Leadership; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-3 - AMZN - page 123.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-3-amzn-page-123_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-3-amzn-page-123_ohlcv.csv
Think and Trade Like a Champion - Figure 7-4 - manual-review - page 124,Think and Trade Like a Champion,124,7-4,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 7-4 - manual-review - page 124.md,,
Think and Trade Like a Champion - Figure 7-4 - EBAY - page 125,Think and Trade Like a Champion,125,7-4,EBAY,EBAY,2000-2009,caption-with-ticker,OK,vcp-or-tightening; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-4 - EBAY - page 125.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-4-ebay-page-125_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-4-ebay-page-125_ohlcv.csv
Think and Trade Like a Champion - Figure 7-5 - NFLX - page 126,Think and Trade Like a Champion,126,7-5,NFLX,NFLX,2009-2009,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; relative-strength-before-price; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-5 - NFLX - page 126.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-5-nflx-page-126_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-5-nflx-page-126_ohlcv.csv
Think and Trade Like a Champion - Figure 7-6 - NFLX - page 127,Think and Trade Like a Champion,127,7-6,NFLX,NFLX,2002-2011,caption-with-ticker,OK,ipo-base; vcp-or-tightening; stage-2-leadership,IPO Base / New Issue Setup; Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-6 - NFLX - page 127.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-6-nflx-page-127_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-6-nflx-page-127_ohlcv.csv
Think and Trade Like a Champion - Figure 7-7 - KORS - page 128,Think and Trade Like a Champion,128,7-7,KORS,KORS,2012-2014,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 7-7 - KORS - page 128.md,,
Think and Trade Like a Champion - Figure 7-8 - WMT - page 129,Think and Trade Like a Champion,129,7-8,WMT,WMT,2001-2004,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout,Pivot and Entry; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-8 - WMT - page 129.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-8-wmt-page-129_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-8-wmt-page-129_ohlcv.csv
Think and Trade Like a Champion - Figure 7-9 - AAPL - page 130,Think and Trade Like a Champion,130,7-9,AAPL,AAPL,2004-2004,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-9 - AAPL - page 130.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-9-aapl-page-130_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-9-aapl-page-130_ohlcv.csv
Think and Trade Like a Champion - Figure 7-10 - HUM - page 133,Think and Trade Like a Champion,133,7-10,HUM,HUM,1978-1978,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 7-10 - HUM - page 133.md,,
Think and Trade Like a Champion - Figure 7-11 - CRUS - page 134,Think and Trade Like a Champion,134,7-11,CRUS,CRUS,2010-2010,caption-with-ticker,OK,vcp-or-tightening; cheat-entry; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-11 - CRUS - page 134.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-11-crus-page-134_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-11-crus-page-134_ohlcv.csv
Think and Trade Like a Champion - Figure 7-12 - JBLU - page 135,Think and Trade Like a Champion,135,7-12,JBLU,JBLU,2014-2014,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; cheat-entry; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-12 - JBLU - page 135.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-12-jblu-page-135_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-12-jblu-page-135_ohlcv.csv
Think and Trade Like a Champion - Figure 7-13 - MAXY - page 135,Think and Trade Like a Champion,135,7-13,MAXY,MAXY,1999-2000,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; cheat-entry; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-13 - MAXY - page 135.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-13-maxy-page-135_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-13-maxy-page-135_ohlcv.csv
Think and Trade Like a Champion - Figure 7-14 - manual-review - page 136,Think and Trade Like a Champion,136,7-14,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 7-14 - manual-review - page 136.md,,
Think and Trade Like a Champion - Figure 7-14 - GOOG - page 136,Think and Trade Like a Champion,136,7-14,GOOG,GOOG,2004-2013,caption-with-ticker,OK,vcp-or-tightening; pivot-breakout; cheat-entry; volume-dry-up; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-14 - GOOG - page 136.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-14-goog-page-136_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-14-goog-page-136_ohlcv.csv
Think and Trade Like a Champion - Figure 7-15 - TWTR - page 136,Think and Trade Like a Champion,136,7-15,TWTR,TWTR,2004-2015,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 7-15 - TWTR - page 136.md,,
Think and Trade Like a Champion - Figure 7-16 - AAPL - page 137,Think and Trade Like a Champion,137,7-16,AAPL,AAPL,2004-2004,caption-with-ticker,OK,vcp-or-tightening; cheat-entry; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-16 - AAPL - page 137.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-16-aapl-page-137_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-16-aapl-page-137_ohlcv.csv
Think and Trade Like a Champion - Figure 7-17 - MSFT - page 138,Think and Trade Like a Champion,138,7-17,MSFT,MSFT,1989-1990,caption-with-ticker,OK,volume-dry-up; stage-2-leadership,Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-17 - MSFT - page 138.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-17-msft-page-138_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-17-msft-page-138_ohlcv.csv
Think and Trade Like a Champion - Figure 7-18 - HD - page 139,Think and Trade Like a Champion,139,7-18,HD,HD,1990-1990,caption-with-ticker,OK,pivot-breakout; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template,Book Stock Images/Think and Trade Like a Champion - Figure 7-18 - HD - page 139.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-18-hd-page-139_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-18-hd-page-139_ohlcv.csv
Think and Trade Like a Champion - Figure 7-19 - DKS - page 139,Think and Trade Like a Champion,139,7-19,DKS,DKS,2002-2003,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 7-19 - DKS - page 139.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-7-19-dks-page-139_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-7-19-dks-page-139_ohlcv.csv
Think and Trade Like a Champion - Figure 7-20 - PCYC - page 141,Think and Trade Like a Champion,141,7-20,PCYC,PCYC,2010-2010,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 7-20 - PCYC - page 141.md,,
Think and Trade Like a Champion - Figure 8-1 - manual-review - page 143,Think and Trade Like a Champion,143,8-1,,,-,caption-no-ticker,SKIPPED: no ticker/year range in caption,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 8-1 - manual-review - page 143.md,,
Think and Trade Like a Champion - Figure 9-1 - DECK - page 153,Think and Trade Like a Champion,153,9-1,DECK,DECK,2006-2008,caption-with-ticker,OK,vcp-or-tightening; failed-breakout-or-stage-4,Pivot and Entry; Risk First; Sell Rules and Failure Signals; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 9-1 - DECK - page 153.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-9-1-deck-page-153_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-9-1-deck-page-153_ohlcv.csv
Think and Trade Like a Champion - Figure 9-2 - DECK - page 154,Think and Trade Like a Champion,154,9-2,DECK,DECK,2006-2008,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 9-2 - DECK - page 154.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-9-2-deck-page-154_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-9-2-deck-page-154_ohlcv.csv
Think and Trade Like a Champion - Figure 9-3 - LL - page 154,Think and Trade Like a Champion,154,9-3,LL,LL,2013-2013,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 9-3 - LL - page 154.md,,
Think and Trade Like a Champion - Figure 9-4 - CMG - page 155,Think and Trade Like a Champion,155,9-4,CMG,CMG,2012-2012,caption-with-ticker,OK,volume-dry-up; stage-2-leadership,Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 9-4 - CMG - page 155.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-9-4-cmg-page-155_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-9-4-cmg-page-155_ohlcv.csv
Think and Trade Like a Champion - Figure 9-5 - QCOM - page 156,Think and Trade Like a Champion,156,9-5,QCOM,QCOM,1999-1999,caption-with-ticker,OK,vcp-or-tightening; volume-dry-up; climax-or-exhaustion; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 9-5 - QCOM - page 156.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-9-5-qcom-page-156_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-9-5-qcom-page-156_ohlcv.csv
Think and Trade Like a Champion - Figure 9-6 - AMZN - page 157,Think and Trade Like a Champion,157,9-6,AMZN,AMZN,1999-1999,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 9-6 - AMZN - page 157.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-9-6-amzn-page-157_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-9-6-amzn-page-157_ohlcv.csv
Think and Trade Like a Champion - Figure 9-7 - TSLA - page 157,Think and Trade Like a Champion,157,9-7,TSLA,TSLA,2014-2014,caption-with-ticker,OK,vcp-or-tightening; climax-or-exhaustion; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 9-7 - TSLA - page 157.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-9-7-tsla-page-157_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-9-7-tsla-page-157_ohlcv.csv
Think and Trade Like a Champion - Figure 9-8 - MNST - page 158,Think and Trade Like a Champion,158,9-8,MNST,MNST,2006-2006,caption-with-ticker,OK,vcp-or-tightening; stage-2-leadership,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 9-8 - MNST - page 158.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-9-8-mnst-page-158_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-9-8-mnst-page-158_ohlcv.csv
Think and Trade Like a Champion - Figure 9-9 - GMCR - page 160,Think and Trade Like a Champion,160,9-9,GMCR,GMCR,2007-2007,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 9-9 - GMCR - page 160.md,,
Think and Trade Like a Champion - Figure 9-10 - BIIB - page 160,Think and Trade Like a Champion,160,9-10,BIIB,BIIB,2011-2011,caption-with-ticker,OK,volume-dry-up; failed-breakout-or-stage-4,Risk First; Sell Rules and Failure Signals; Trend Template; Volume Dry-Up and Accumulation,Book Stock Images/Think and Trade Like a Champion - Figure 9-10 - BIIB - page 160.md,assets/book_stock_charts/think-and-trade-like-a-champion/think-and-trade-like-a-champion-figure-9-10-biib-page-160_yahoo_rebuild.png,data/book_stock_images/think-and-trade-like-a-champion-figure-9-10-biib-page-160_ohlcv.csv
Think and Trade Like a Champion - Figure 9-11 - DRYS - page 162,Think and Trade Like a Champion,162,9-11,DRYS,DRYS,2007-2007,caption-with-ticker,FAILED: Yahoo returned no usable OHLCV,manual-review-needed,Mental Discipline,Book Stock Images/Think and Trade Like a Champion - Figure 9-11 - DRYS - page 162.md,,
